"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",4.1440801091847,2.24235934096087,0.569546087844281,0.418955888757942,1.28510980070499,1.08105032817748,1.15656335754473,1.26571342080211,1.04584744957182,0.51829419585265,0.491148533843721,0.413285084913019,0.295485779666463,0.18436153667366,0.142206339062168,0.13018843259754,0.204566219302902
"2",2.24235934096087,6.46994555634915,6.80013512643267,1.77850977103621,0.391602960368017,1.03140893791124,1.3041302083603,1.39354992236817,1.29510829187198,1.11000013338484,0.555383321467751,0.513000239315729,0.40150975098682,0.203726667517491,0.144252020636701,0.132061213800933,0.207464672584146
"3",0.569546087844281,6.80013512643267,8.75295949644777,2.35988154132534,0.444573348113908,0.4855515026559,1.25453043047215,1.44229190237603,1.27487835543246,1.18651355932396,0.980333280198688,0.499368656319666,0.43059566063558,0.214630506336406,0.150413538124895,0.137702041401989,0.216412722400608
"4",0.418955888757942,1.77850977103621,2.35988154132534,9.93643128060847,1.6879805093229,1.13869659051618,0.959242797755198,1.47616625121006,1.47217982299429,1.33655753990052,1.29095218871444,1.05886808128154,0.554643859239667,0.264122463761388,0.157137473588794,0.140066686121457,0.217116270991287
"5",1.28510980070499,0.391602960368017,0.444573348113908,1.6879805093229,4.04630948370925,2.49899389087426,1.90224774986782,1.33693321564,1.40102128238693,1.32299085601482,1.21201974859835,1.09015604797435,0.857978489872389,0.301571600810976,0.168195670175888,0.136371428841894,0.202386581162591
"6",1.08105032817748,1.03140893791124,0.4855515026559,1.13869659051618,2.49899389087426,2.05569181031268,1.81591739695436,1.66869801021909,1.60382523844996,1.48442659753846,1.41605973837532,1.25767152137897,1.02278675770844,0.463439325681996,0.190217795475816,0.148979248982875,0.216655613142832
"7",1.15656335754473,1.3041302083603,1.25453043047215,0.959242797755198,1.90224774986782,1.81591739695436,1.83305892691085,1.87984921840606,1.8072521796883,1.67445000665507,1.53209043800181,1.35600504936772,1.04886877290935,0.491029532856307,0.269443200040417,0.161368716233367,0.233127671242315
"8",1.26571342080211,1.39354992236817,1.44229190237603,1.47616625121006,1.33693321564,1.66869801021909,1.87984921840606,2.21728292930302,2.1283054317873,1.92639733511759,1.80723611762856,1.50128078946808,1.14725152847157,0.507903822248345,0.296094445671006,0.217970626485069,0.26012513706564
"9",1.04584744957182,1.29510829187198,1.27487835543246,1.47217982299429,1.40102128238693,1.60382523844996,1.8072521796883,2.1283054317873,2.07460723241137,1.87881303837107,1.75452257096854,1.57372694173179,1.09742774957558,0.485894996420667,0.273821018924,0.216266862120136,0.275219242558622
"10",0.51829419585265,1.11000013338484,1.18651355932396,1.33655753990052,1.32299085601482,1.48442659753846,1.67445000665507,1.92639733511759,1.87881303837107,1.75868098110359,1.67296692385385,1.52201209214609,1.21181638021384,0.463714687675116,0.265961811870596,0.200045338885862,0.282802624777023
"11",0.491148533843721,0.555383321467751,0.980333280198688,1.29095218871444,1.21201974859835,1.41605973837532,1.53209043800181,1.80723611762856,1.75452257096854,1.67296692385385,1.67751757802143,1.58132860620459,1.30153068584871,0.668329866971017,0.277412700868301,0.207145326148276,0.284525929747728
"12",0.413285084913019,0.513000239315729,0.499368656319666,1.05886808128154,1.09015604797435,1.25767152137897,1.35600504936772,1.50128078946808,1.57372694173179,1.52201209214609,1.58132860620459,1.55640714533108,1.33788831879441,0.722402736851722,0.50758224838591,0.207285798659946,0.272364961749643
"13",0.295485779666463,0.40150975098682,0.43059566063558,0.554643859239667,0.857978489872389,1.02278675770844,1.04886877290935,1.14725152847157,1.09742774957558,1.21181638021384,1.30153068584871,1.33788831879441,1.20017231258497,0.698478533903551,0.509309812948326,0.467727324312545,0.259005095866867
"14",0.18436153667366,0.203726667517491,0.214630506336406,0.264122463761388,0.301571600810976,0.463439325681996,0.491029532856307,0.507903822248345,0.485894996420667,0.463714687675116,0.668329866971017,0.722402736851722,0.698478533903551,0.447858896311734,0.338810072484485,0.322619104046432,0.358627580646196
"15",0.142206339062168,0.144252020636701,0.150413538124895,0.157137473588794,0.168195670175888,0.190217795475816,0.269443200040417,0.296094445671006,0.273821018924,0.265961811870596,0.277412700868301,0.50758224838591,0.509309812948326,0.338810072484485,0.265596231869697,0.252752304512848,0.376028902305559
"16",0.13018843259754,0.132061213800933,0.137702041401989,0.140066686121457,0.136371428841894,0.148979248982875,0.161368716233367,0.217970626485069,0.216266862120136,0.200045338885862,0.207145326148276,0.207285798659946,0.467727324312545,0.322619104046432,0.252752304512848,0.236333256272846,0.376453263225674
"17",0.204566219302902,0.207464672584146,0.216412722400608,0.217116270991287,0.202386581162591,0.216655613142832,0.233127671242315,0.26012513706564,0.275219242558622,0.282802624777023,0.284525929747728,0.272364961749643,0.259005095866867,0.358627580646196,0.376028902305559,0.376453263225674,0.31477098350252
